,title,synopsis,label
130,Rebel Without a Cause,"after moving to a new town, troublemaking teen jim stark is supposed to have a clean slate, although being the new kid in town brings its own problems. while searching for some stability, stark forms a bond with a disturbed classmate, plato, and falls for local girl judy. however, judy is the girlfriend of neighborhood tough, buzz. when buzz violently confronts jim and challenges him to a drag race, the new kid's real troubles begin.",7
131,Rebecca,"story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, rebecca, who died mysteriously several years earlier. the young wife must come to grips with the terrible secret of her handsome, cold husband, max de winter. she must also deal with the jealous, obsessed mrs. danvers, the housekeeper, who will not accept her as the mistress of the house.",9
132,Boys Don't Cry,a young transgender man explores his gender identity and searches for love in rural nebraska.,13
133,The Outsiders,"when two poor greasers, johnny, and ponyboy are assaulted by a vicious gang, the socs, and johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",3
134,The Bride of Frankenstein,"bride of frankenstein begins where james whale's frankenstein from 1931 ended. dr. frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. yet when his wife is kidnapped by his creation, frankenstein agrees to help him create a new monster, this time a woman.",8
135,Syriana,"the middle eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies, while bryan woodman, a switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with arabian royalty. meanwhile, veteran cia agent bob barnes uncovers an assassination plot with unsettling origins.",3
136,Rumble Fish,"rusty james, an absent-minded street thug, struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",3
137,The Wanderers,the streets of the bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. philip kaufman tells his take on the novel by richard price about the history of the italian-american gang ‘the wanderers.’,3
138,Stand by Me,"gordie, chris, teddy and vern are four friends who decide to hike to find the corpse of ray brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",3
139,Muriel's Wedding,"a young social outcast in australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",9
140,Young Adam,a young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,9
141,The Godfather,"spanning the years 1945 to 1955, a chronicle of the fictional italian-american corleone crime family. when organized crime family patriarch, vito corleone barely survives an attempt on his life, his youngest son, michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",11
142,Some Like It Hot,"two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. their only opportunity is to join an all-girl band as they leave on a tour. to make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",3
143,The Godfather: Part II,"in the continuing saga of the corleone crime family, a young vito corleone grows up in sicily and in 1910s new york. in the 1950s, michael corleone attempts to expand the family business into las vegas, hollywood and cuba.",4
144,Natural Born Killers,two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,2
